epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,812.676,1.64418,2.08911,1.69114,0.74627,0.79806,0.754,0.35439,1.44945,1.70726,1.59638,0.000665457,0.000665457,0.000665457
2,1732.81,1.51705,1.62235,1.59753,0.71156,0.79164,0.77147,0.41968,1.39932,1.40962,1.6296,0.00130575,0.00130575,0.00130575
